ID,제품,대분류,중분류,소분류,브랜드,쇼핑몰,2022-01-01,2022-01-02,2022-01-03,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-08,2022-01-09,2022-01-10,2022-01-11,2022-01-12,2022-01-13,2022-01-14,2022-01-15,2022-01-16,2022-01-17,2022-01-18,2022-01-19,2022-01-20,2022-01-21,2022-01-22,2022-01-23,2022-01-24,2022-01-25,2022-01-26,2022-01-27,2022-01-28,2022-01-29,2022-01-30,2022-01-31,2022-02-01,2022-02-02,2022-02-03,2022-02-04,2022-02-05,2022-02-06,2022-02-07,2022-02-08,2022-02-09,2022-02-10,2022-02-11,2022-02-12,2022-02-13,2022-02-14,2022-02-15,2022-02-16,2022-02-17,2022-02-18,2022-02-19,2022-02-20,2022-02-21,2022-02-22,2022-02-23,2022-02-24,2022-02-25,2022-02-26,2022-02-27,2022-02-28,2022-03-01,2022-03-02,2022-03-03,2022-03-04,2022-03-05,2022-03-06,2022-03-07,2022-03-08,2022-03-09,2022-03-10,2022-03-11,2022-03-12,2022-03-13,2022-03-14,2022-03-15,2022-03-16,2022-03-17,2022-03-18,2022-03-19,2022-03-20,2022-03-21,2022-03-22,2022-03-23,2022-03-24,2022-03-25,2022-03-26,2022-03-27,2022-03-28,2022-03-29,2022-03-30,2022-03-31,2022-04-01,2022-04-02,2022-04-03,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-09,2022-04-10,2022-04-11,2022-04-12,2022-04-13,2022-04-14,2022-04-15,2022-04-16,2022-04-17,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-23,2022-04-24,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-04-30,2022-05-01,2022-05-02,2022-05-03,2022-05-04,2022-05-05,2022-05-06,2022-05-07,2022-05-08,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-14,2022-05-15,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-21,2022-05-22,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-28,2022-05-29,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-04,2022-06-05,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-11,2022-06-12,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-18,2022-06-19,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,2022-06-27,2022-06-28,2022-06-29,2022-06-30,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-10,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-16,2022-07-17,2022-07-18,2022-07-19,2022-07-20,2022-07-21,2022-07-22,2022-07-23,2022-07-24,2022-07-25,2022-07-26,2022-07-27,2022-07-28,2022-07-29,2022-07-30,2022-07-31,2022-08-01,2022-08-02,2022-08-03,2022-08-04,2022-08-05,2022-08-06,2022-08-07,2022-08-08,2022-08-09,2022-08-10,2022-08-11,2022-08-12,2022-08-13,2022-08-14,2022-08-15,2022-08-16,2022-08-17,2022-08-18,2022-08-19,2022-08-20,2022-08-21,2022-08-22,2022-08-23,2022-08-24,2022-08-25,2022-08-26,2022-08-27,2022-08-28,2022-08-29,2022-08-30,2022-08-31,2022-09-01,2022-09-02,2022-09-03,2022-09-04,2022-09-05,2022-09-06,2022-09-07,2022-09-08,2022-09-09,2022-09-10,2022-09-11,2022-09-12,2022-09-13,2022-09-14,2022-09-15,2022-09-16,2022-09-17,2022-09-18,2022-09-19,2022-09-20,2022-09-21,2022-09-22,2022-09-23,2022-09-24,2022-09-25,2022-09-26,2022-09-27,2022-09-28,2022-09-29,2022-09-30,2022-10-01,2022-10-02,2022-10-03,2022-10-04,2022-10-05,2022-10-06,2022-10-07,2022-10-08,2022-10-09,2022-10-10,2022-10-11,2022-10-12,2022-10-13,2022-10-14,2022-10-15,2022-10-16,2022-10-17,2022-10-18,2022-10-19,2022-10-20,2022-10-21,2022-10-22,2022-10-23,2022-10-24,2022-10-25,2022-10-26,2022-10-27,2022-10-28,2022-10-29,2022-10-30,2022-10-31,2022-11-01,2022-11-02,2022-11-03,2022-11-04,2022-11-05,2022-11-06,2022-11-07,2022-11-08,2022-11-09,2022-11-10,2022-11-11,2022-11-12,2022-11-13,2022-11-14,2022-11-15,2022-11-16,2022-11-17,2022-11-18,2022-11-19,2022-11-20,2022-11-21,2022-11-22,2022-11-23,2022-11-24,2022-11-25,2022-11-26,2022-11-27,2022-11-28,2022-11-29,2022-11-30,2022-12-01,2022-12-02,2022-12-03,2022-12-04,2022-12-05,2022-12-06,2022-12-07,2022-12-08,2022-12-09,2022-12-10,2022-12-11,2022-12-12,2022-12-13,2022-12-14,2022-12-15,2022-12-16,2022-12-17,2022-12-18,2022-12-19,2022-12-20,2022-12-21,2022-12-22,2022-12-23,2022-12-24,2022-12-25,2022-12-26,2022-12-27,2022-12-28,2022-12-29,2022-12-30,2022-12-31,2023-01-01,2023-01-02,2023-01-03,2023-01-04,2023-01-05,2023-01-06,2023-01-07,2023-01-08,2023-01-09,2023-01-10,2023-01-11,2023-01-12,2023-01-13,2023-01-14,2023-01-15,2023-01-16,2023-01-17,2023-01-18,2023-01-19,2023-01-20,2023-01-21,2023-01-22,2023-01-23,2023-01-24,2023-01-25,2023-01-26,2023-01-27,2023-01-28,2023-01-29,2023-01-30,2023-01-31,2023-02-01,2023-02-02,2023-02-03,2023-02-04,2023-02-05,2023-02-06,2023-02-07,2023-02-08,2023-02-09,2023-02-10,2023-02-11,2023-02-12,2023-02-13,2023-02-14,2023-02-15,2023-02-16,2023-02-17,2023-02-18,2023-02-19,2023-02-20,2023-02-21,2023-02-22,2023-02-23,2023-02-24,2023-02-25,2023-02-26,2023-02-27,2023-02-28,2023-03-01,2023-03-02,2023-03-03,2023-03-04,2023-03-05,2023-03-06,2023-03-07,2023-03-08,2023-03-09,2023-03-10,2023-03-11,2023-03-12,2023-03-13,2023-03-14,2023-03-15,2023-03-16,2023-03-17,2023-03-18,2023-03-19,2023-03-20,2023-03-21,2023-03-22,2023-03-23,2023-03-24,2023-03-25,2023-03-26,2023-03-27,2023-03-28,2023-03-29,2023-03-30,2023-03-31,2023-04-01,2023-04-02,2023-04-03,2023-04-04,2023-04-05,2023-04-06,2023-04-07,2023-04-08,2023-04-09,2023-04-10,2023-04-11,2023-04-12,2023-04-13,2023-04-14,2023-04-15,2023-04-16,2023-04-17,2023-04-18,2023-04-19,2023-04-20,2023-04-21,2023-04-22,2023-04-23,2023-04-24
SAMPLE_00159,B002-00045-00001,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00045,S001-00004,20,0,0,80,20,0,20,80,60,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,60,180,120,240,240,200,220,180,200,260,160,0,260,200,440,240,400,260,260,260,180,140,240,0,0,0,180,140,220,0,320,320,0,220,220,120,60,300,240,240,200,360,200,0,0,200,200,740,320,220,380,0,600,400,520,760,200,0,80,0,280,140,260,340,240,0,0,320,0,300,180,240,200,200,60,120,360,220,240,240,320,100,180,160,240,460,1520,20,0,0,180,240,420,160,540,340,240,320,240,280,80,140,100,80,240,100,100,240,120,180,140,160,200,100,160,40,100,100,40,40,160,40,100,60,60,60,40,140,100,40,40,60,60,120,60,60,20,20,60,120,20,60,100,160,40,80,80,140,80,80,100,80,80,60,180,180,100,60,180,60,80,60,60,240,140,40,100,120,60,180,80,60,200,60,240,140,40,160,260,0,60,0,220,80,140,140,100,60,120,140,120,140,80,60,0,20,100,80,60,40,20,20,20,80,60,40,60,0,20,20,0,40,40,40,20,0,20,40,40,0,0,0,20,0,20,0,0,20,20,0,0,40,0,0,80,80,80,80,80,80,80,100,180,100,100,220,180,80,200,20,20,100,180,100,260,220,40,120,20,200,60,560,240,80,20,160,460,1380,1080,1120,1180,2040,1500,840,660,100,280,200,260,220,420,440,180,180,140,80,200,260,140,160,180,400,80,260,280,580,260,420,160,180,240,40,260,160,220,140,60,300,220,60,200,120,160,40,140,240,200,240,200,160,160,160,460,120,300,180,100,180,220,1100,1180,1260,900,880,1000,860,740,900,1260,660,400,740,1100,960,1140,60,80,100,40,100,260,100,320,400,180,100,100,300,220,240,220,200,140,400,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00160,B002-00045-00001,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00045,S001-00010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,240,200,280,60,140,360,300,80,180,160,60,180,220,100,160,100,120,220,160,220,300,260,420,220,160,780,500,280,420,200,180,100,400,420,240,280,80,240,160,340,240,240,140,240,20,100,220,340,380,240,160,140,400,160,840,540,440,180,170,250,140,490,740,20,70,100,30,100,80,370,20,80,70,110,120
SAMPLE_00161,B002-00046-00001,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-00046,S001-00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,4,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00162,B002-00049-00001,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-00049,S001-00001,12,10,8,6,6,6,6,12,10,10,12,10,14,12,16,12,14,14,14,22,22,18,14,12,12,10,12,12,8,6,2,2,2,6,8,8,8,8,6,12,14,12,6,4,4,8,10,10,6,18,18,20,26,20,14,14,12,14,14,10,6,8,10,6,6,8,8,8,8,10,14,14,12,6,12,10,10,10,10,12,14,12,14,10,14,14,16,12,8,8,10,10,12,8,10,14,20,12,12,6,4,8,14,16,12,14,14,6,6,8,8,6,6,4,8,8,8,6,6,6,6,8,8,8,0,2,2,2,2,2,2,2,2,0,0,0,2,2,2,0,4,4,4,2,2,2,2,2,0,0,0,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,2,4,4,2,0,0,2,2,2,0,0,0,0,0,2,2,4,2,2,0,0,0,0,2,2,2,0,0,2,2,2,2,2,2,4,4,2,2,0,0,0,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00163,B002-00051-00001,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-00051,S001-00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,30,40,40,10,20,10,0,0,10,10,20,10,10,0,10,20,30,40,30,30,20,20,30,40,40,20,0,0,10,10,20,10,20,20,10,30,30,50,50,20,20,30,30,50,50,60,50,20,20,20,30,40,50,50,30,30,50,80,50,70,40,60,30,50,90,110,130,120,130,100,60,60,60,60,50,50,70,60,60,60,60,50,50,50,40,50,80,80,50,10,30,60,90,100,90,90,50,40,20,60,60,80,70,30,30,70,70,90,100,110,90,60,70,90,150,150,150,110,130,180,140,130,130,160,170,170,220,190,220,120,100,30,40,90,130,160,160,150,110,110,130,140,140,170,170,140,160,160,150,160,130,140,120,110,110,120,130,170,160,160,140,120,140,110,70,70,60,80,60,90,60,110,90,120,80,90,80,90,90,100,70,80,110,120,110,80,50,50,50,60,70,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00164,B002-00051-00002,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-00051,S001-00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,6,6,12,6,8,2,4,6,6,12,16,18,12,6,10,12,12,8,14,12,4,6,10,8,2,10,6,10,14,14,18,8,6,6,10,6,6,2,6,8,6,4,6,6,8,4,8,8,4,4,4,4,6,8,6,8,2,2,0,2,6,6,4,2,6,4,10,6,2,4,4,4,8,10,10,2,2,10,16,16,10,8,4,2,0,0,4,4,4,12,12,12,0,2,4,12,12,8,2,10,8,10,0,2,4,8,6,4,8,6,6,6,8,6,12,12,12,8,6,8,6,4,4,6,6,2,0,2,2,14,8,8,2,2,0,4,2,8,8,4,6,6,8,8,6,16,8,14,6,14,18,18,22,14,4,4,0,8,4,8,16,14,10,4,0,4,8,8,6,2,8,8,8,8,8,6,4,12,10,12,8,6,4,4,4,4,8,4,0,0,0,2,4,4,4,0,0,6,6,4,6,2,2,2,4,4,4,0,0,2,2,2,2,4,6,8,8,6,2,2,4,6,6,4,4,2,2,6,10,12,8,4,6,6,6,4,10,8,2,2,2,2,2,4,2,2,2,2,4,4,4,2,2,2,2,2,4,2,2,0,0,0,0,0,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00165,B002-00052-00001,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00052,S001-00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,4,2,0,0,0,0,8,2,2,4,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,2,4,2,0,2,2,2,0,0,0,2,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,2,0,8,0,0,0,0,0,2,2,0,0,2,4,0,4,0,2,0,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,4,0,2,2,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00166,B002-00052-00001,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00052,S001-00004,12,12,12,12,12,0,12,4,8,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,16,12,4,26,8,6,6,10,10,16,14,8,6,10,4,6,6,8,2,10,16,6,10,26,6,28,12,26,16,2,10,12,20,14,12,40,12,26,6,16,8,16,30,14,20,12,16,20,10,14,8,22,8,18,20,8,8,42,10,10,10,2,10,6,22,16,10,12,6,0,2,2,18,12,14,6,8,6,0,2,2,10,2,6,24,6,8,14,4,6,0,12,2,10,4,4,8,2,10,2,8,4,10,16,2,8,8,4,10,6,0,2,2,8,2,6,10,8,2,12,4,4,10,8,6,4,14,4,6,4,10,6,2,2,4,4,4,12,4,2,2,10,6,12,8,12,6,8,8,8,2,4,4,2,2,0,6,4,4,2,6,10,4,6,4,4,4,6,4,8,6,2,6,4,0,0,14,2,4,4,0,4,6,6,12,6,4,4,2,10,2,6,6,6,12,10,20,8,8,12,6,4,0,4,6,10,26,40,10,16,4,10,2,8,2,6,2,0,14,14,8,4,4,4,2,8,4,2,2,2,2,2,0,2,4,8,12,0,6,14,14,0,2,4,2,4,4,22,16,2,0,6,26,6,16,4,6,2,8,6,2,6,4,0,10,12,6,4,14,8,6,10,6,8,8,12,8,16,10,2,4,6,6,4,10,12,8,4,4,2,6,2,4,2,0,0,4,6,10,14,2,12,6,14,2,8,6,8,2,22,0,2,2,14,6,12,2,6,6,6,2,2,12,2,2,8,0,2,0,2,20,4,12,8,6,38,0,14,14,18,22,8,8,14,8,4,0,2,4,2,0,6,4,4,10,2,6,4,4,10,4,6,20,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00167,B002-00053-00001,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00053,S001-00001,16,16,18,16,22,30,34,18,20,22,18,30,24,20,12,26,24,6,6,54,84,64,56,50,58,64,94,82,70,62,28,22,38,46,60,126,146,128,114,158,162,124,140,124,122,132,146,132,158,144,184,166,180,170,220,166,202,170,154,154,176,236,198,240,340,348,258,260,268,238,226,248,240,224,250,210,190,194,174,188,160,212,244,252,298,276,244,236,236,260,154,366,306,200,212,248,254,454,134,116,130,142,184,148,156,148,112,118,98,102,76,176,146,144,118,64,78,70,86,66,52,54,60,26,32,38,26,26,8,20,20,22,18,16,22,20,22,18,38,32,30,8,20,8,8,8,234,236,242,16,14,10,14,12,8,8,8,6,2,10,12,10,8,14,22,20,54,26,24,24,20,12,14,34,26,16,38,40,40,18,24,16,12,16,18,24,16,18,38,36,42,26,30,40,48,50,62,42,34,38,36,38,26,18,22,18,28,32,28,22,14,10,10,10,26,28,34,44,48,40,36,44,56,60,54,52,38,30,30,26,22,34,34,32,14,16,16,22,20,22,26,32,28,14,12,18,16,20,8,12,28,20,12,8,2,18,28,26,14,16,20,30,28,28,28,54,36,28,12,14,24,36,32,30,20,16,16,12,22,26,22,32,26,24,12,28,52,64,48,26,10,14,14,22,36,32,14,24,8,18,30,32,20,20,12,10,16,22,32,24,24,20,32,32,34,26,48,42,50,44,26,36,26,48,22,18,28,30,44,10,26,18,10,20,26,14,14,22,20,26,34,44,36,56,38,30,38,40,32,32,14,14,16,18,28,16,18,24,18,12,14,16,20,16,12,12,6,18,14,10,20,20,18,10,4,4,2,4,14,20,36,38,22,10,4,4,0,10,6,8,12,14,14,14,10,20,8,10,14,12,8,10,26,28,14,8,4,4,4,0,0,10,10,4,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00168,B002-00053-00001,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00053,S001-00002,0,0,4,0,0,0,0,2,8,2,0,0,12,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,2,6,8,0,0,0,10,16,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,8,8,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,18,6,0,0,0,0,0,0,6,0,6,0,12,0,0,6,0,0,0,6,0,6,6,0,0,0,0,0,0,0,12,0,0,6,6,0,12,6,6,6,0,18,0,6,0,0,12,6,6,6,12,0,0,0,6,0,0,0,0,0,0,0,6,6,0,12,0,0,12,6,6,6,12,0,18,0,0,12,0,0,0,6,0,6,6,6,0,0,6,0,6,6,6,12,0,0,0,6,0,6,0,6,0,6,6,0,0,0,120,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,12,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,12,6,0,0,0,0,0,12,3,0,6,0,3,6,0,0,0,0,3
